iter	MultiClass
325	0.01289097223
326	0.01287289646
327	0.01284757377
328	0.01281647336
329	0.01279371779
330	0.01277808031
331	0.01275950706
332	0.01273512537
333	0.01271609278
334	0.01269991323
335	0.01267222829
336	0.01264862268
337	0.01263055811
338	0.01261381754
339	0.01259357221
340	0.01256714131
341	0.01254709157
342	0.0125321642
343	0.0125120806
344	0.01248241863
345	0.01247053841
346	0.01245031606
347	0.01242618918
348	0.01240538383
349	0.01238841206
350	0.01236454027
351	0.01234120142
352	0.01232040648
353	0.01230468619
354	0.01227678025
355	0.01226053801
356	0.0122327093
357	0.01220823879
358	0.0121884833
359	0.01216301287
360	0.01214399159
361	0.01213185976
362	0.01211544076
363	0.01209869913
364	0.01207960211
365	0.01204945191
366	0.01203546166
367	0.01200729823
368	0.01198856973
369	0.01195629303
370	0.01193054802
371	0.01192015907
372	0.01188986392
373	0.01186469815
374	0.01184505312
375	0.01183409902
376	0.01181786898
377	0.01180369555
378	0.01177988199
379	0.01175836142
380	0.01174155516
381	0.01172847389
382	0.01170862818
383	0.01169421396
384	0.01167826155
385	0.01166399394
386	0.01164601277
387	0.01161559028
388	0.01158563359
389	0.01156250801
390	0.01154165239
391	0.01152545538
392	0.01150399518
393	0.01148657491
394	0.01147153239
395	0.01146110637
396	0.01144950805
397	0.01142756364
398	0.01140296637
399	0.01139135706
400	0.01137890313
401	0.01136727395
402	0.01135687332
403	0.01134094315
404	0.01132137431
405	0.01130072548
406	0.0112881648
407	0.0112656224
408	0.01124694863
409	0.01123540284
410	0.01122192072
411	0.01120528991
412	0.01118026692
413	0.01116195765
414	0.0111457941
415	0.01113286378
416	0.01111074568
417	0.01108691491
418	0.0110752755
419	0.0110621472
420	0.01104402463
421	0.01103226343
422	0.01102009782
423	0.01099955094
424	0.01098469657
425	0.01096627738
426	0.01095162794
427	0.01094028067
428	0.01092555101
429	0.01091061632
430	0.01089100155
431	0.01087353587
432	0.01085840023
433	0.01084265389
434	0.01082745564
435	0.01081517585
436	0.01080570398
437	0.0107878122
438	0.01076384671
439	0.01075558651
440	0.01073702774
441	0.01071768926
442	0.01070541015
443	0.01068568416
444	0.01067378945
445	0.01065325877
446	0.01063875896
447	0.01062507176
448	0.01061900265
449	0.01060643024
450	0.01059302934
451	0.01057233168
452	0.01056130473
453	0.01055336378
454	0.01053893513
455	0.01052842687
456	0.01051936608
457	0.01050644128
458	0.01049711354
459	0.0104886401
460	0.0104724636
461	0.01046020893
462	0.01044024266
463	0.01042414716
464	0.01040277395
465	0.0103915535
466	0.01037719366
467	0.0103664263
468	0.01035006511
469	0.01034010753
470	0.01032977851
471	0.01031536571
472	0.01030440024
473	0.01029345769
474	0.01028071314
475	0.01026972077
476	0.01026047811
477	0.01023893676
478	0.01021670688
479	0.01020340768
480	0.01019264407
481	0.01018228133
482	0.0101720182
483	0.01015463241
484	0.01014677575
485	0.01013620884
486	0.01012282027
487	0.01010732547
488	0.01009966542
489	0.01007791816
490	0.01006363867
491	0.01005345057
492	0.01004154368
493	0.01003237189
494	0.01001595902
495	0.0100033552
496	0.009992947413
497	0.009985525627
498	0.009976587248
499	0.009964102154
